parent_asin,title,description,features,main_category,store,average_rating,rating_number,price,date_first_available,image
B0C1YBF85R,"Waterproof Bluetooth 5.2 True Wireless Headset,Touch Control,30H Cycle Playback time TWS t,with Charging Box and Microphone,in-Ear Stereo Headset b","2023 Bluetooth 5.2 premium wireless earphones with audio noise reduction function/fast charger case/easy to connect
ⒶSuitable for all music and internal calls, powerful, true, and lossless bass audio provides unprecedented listening enjoyment.
Ⓑ Easy and automatic pairing. Take the headset out of the charging case, and then pair the headset by rotating the Bluetooth device to select pairing.
(After pairing, the wireless headset will automatically connect with the device the next time you open the phone case.)
Ⓒ Use the 650mAh charger to enjoy happy music anytime, anywhere.
▶How to use?
Play/Pause: Click once.
Previous/Next: Click three times.
Answer/end call: Click once.
Reject call: Click twice.
Start the voice assistant: press and hold for 3 seconds.
▶Product parameters
Bluetooth version: 5.2
Wireless transmission transmission range: 15m (50 feet)
Transmission frequency: (2400-2483.5) MHz
Battery capacity: 650 mAh (charging box)
Battery capacity: 65 mA (headphone)
Working time: 4 hours
Earplug weight: 3.0 grams
▶What's in the box:
2 x TWS earplugs
1 x charging box
1 x USB charging cable
1 x User Guide","[""Latest Bluetooth 5.2 Technology: The wireless Bluetooth headset adopts the most advanced Bluetooth 5.2 technology, supports HSP, HFP, A2DP and AVRCP. It provides stereo sound and fast and stable transmission. Just open the charging case and connect it to the device. After first use, they automatically connect to the last connected device."", ""Easy switching between single and double ear mode: the wireless Bluetooth headset does not have a main earphone, and it is no longer necessary to wear a fixed earphone in single ear mode, and the single and double ear mode can also be easily switched. Meet the requirements of different occasions."", ""High Fidelity Sound: The true wireless earbuds feature a 13mm diaphragm and high-definition rendering technology to produce incredible sound quality with crystal clear treble. Even in noisy environments, you can enjoy music anytime, anywhere."", ""Continuous 30H loop playback time: less than 2 hours after charging, it can play continuously for 4-5 hours, and the mini portable charging box can be charged 5 times. Up to 30 hours of total playtime. The charging case is light. In order to carry the headset conveniently, charge it anytime and anywhere."", ""IPX5 Waterproof and Ergonomic Design: Waterproof nano-coating effectively protects the earphones and charging case from sweat or water. It's ideal for high-intensity training and all-weather conditions. ergonomic design""]",,LENNYONE,3.5,6.0,,2023-04-10 00:00:00,https://m.media-amazon.com/images/I/61+cvdU9tsL._AC_SL1500_.jpg
B0BXH7PZQZ,"JIYEHG Invisible Sleep Wireless Earphone IPX5 Waterproof,True Wireless Earbuds Sense-Free to Wear Bluetooth 5.3 Headphones Touch Control,with Wireless Charging Case,Earbuds Wireless Bluetooth (Black)","Features: 1. Fast charging. 2. Long standby time. 3. High sound quality. 4. Easy to bring in, no discomfort. 5. Double noise cancelling technology.  Specifications: Name: Invisible Sleep Wireless Earphone Ipx5 Waterproof Bluetooth Version: 5.3 Standby Time：480 hours Charging Time: 1 hour Play Time with Charging Case: 24 hours Transmission Distance: about 15M Color: Black/White/Skin Color Support System: all devices and mobile phones that support Bluetooth  Package Included: 1sets * Invisible Sleep Wireless Earphone IPX5 Waterproof  Notes: 1.Please read the instruction manual carefully before use. 2. Due to different monitors and light, the pictures may not show the actual color of the item. Thank you for your understanding.","[""Invisible Sleep Wireless Earphone IPX5 Waterproof: Invisible earbuds are designed according to the shape of the ear, very mini design style, very light, fit the ear hook securely, suitable for long-term wear, will not cause discomfort to the ear."", ""Double Noise Cancelling Technology: Excellent physical noise canceling combined with acoustic noise canceling technology, you can enjoy a quiet sleep time with sleeping earbuds."", ""Sleeping: Very mini and invisible earbuds body design, if you like to sleep with earbuds and don't like the foreign body sensation in your ears when sleeping on your side, then these sleep earplugs are the best for you."", ""Comfortable: Sleep on your side without squeezing your ears, and the U-shaped rubber skin-friendly ear caps make the earphones fit your ears all night. It feels so light and natural, you hardly notice its presence."", ""Simple Touch Operation: This hidden earbuds for work is very easy to use. With a built-in microphone, you can easily switch between pausing music, answering calls, rejecting calls, or tracking music with the touch of a finger without taking out your phone.""]",All Electronics,JIYEHG,1.0,2.0,19.75,2023-03-04 00:00:00,https://m.media-amazon.com/images/I/61Jd6ewZxTL._AC_SL1500_.jpg
B0C3VGBGQH,"Wireless Earbuds,IPX5 Waterproof Bluetooth Earbuds Stereo Earphone, Bluetooth 5.0 in-Ear Earbuds with Wireless Bluetooth Headphone 30H Playtime, for iPhone/Android",Wireless Earbuds IPX5 Waterproof Bluetooth Earbuds Stereo Earphone Bluetooth 5.0 in-Ear Earbuds with Wireless Bluetooth Headphone 30H Playtime for iPhone/Android ???? IPX5 ??????????? ?? 5 ???? ??????? 30 ?????? ??? iPhone/Android ?? ???? IPX5 ?? ???? ???? ???? ??? ???? 5?? ?? ???? ?? ???? ??? 30?? ?? ???/?????? Auriculares inalámbricos IPX5 impermeables Bluetooth estéreo Bluetooth 5.0 auriculares intraurales con Bluetooth inalámbrico 30 horas de reproducción para iPhone/Android ???? IPX5 ??????????? ?? 5 ?????? ??????? 30 ?????? ??? iPhone/Android ??????? ???????? ??????? ?????? ??????' ?????? ???? IPX5 ??????? ??????' 5.0 ???? ????? ?? ??????? ??????' ???????? ??? ???? 30H ???????/???????? ?????? ??? ???????? ?????? ??? ?????? ?????? ?????? ????? IPX5? ?????? ??? ?????? 5 ??? ?? ????? ?????? ??????? ??? ????? 30 ????? ??????/??????? Fones de ouvido sem fio IPX5 à prova d'água Bluetooth estéreo Bluetooth 5 polegadas fones de ouvido com Bluetooth sem fio 30H para iPhone/Android Kabellose Ohrhörer IPX5 wasserdichte Bluetooth-Ohrhörer Stereo-Kopfhörer Bluetooth 5 In-Ear-Ohrhörer mit kabellosem Bluetooth-Kopfhörer 30 Stunden Spielzeit für iPhone/Android,[],All Electronics,Generic,3.5,8.0,,2023-04-28 00:00:00,https://m.media-amazon.com/images/I/41mP+jT59HL._AC_.jpg
B0CB5TQ1SZ,"【Upgrade Secure Lock】 Nothing Ear 2 Case, Clear Soft TPU Full-Body Shockproof Protective Cover Compatible with Nothing Ear 2 Charging Case with Lanyard and Keychain(Transparent)","▣ Are you still feeling the pain of accidentally scuffing the earbuds charging case?
▣ Are you still worried about accidentally dropping your headphones?
▣ Are you still upset about the accident opening of the headphone charging case?
☑Alquar upgrades secure lock silicone case cover for Nothing Ear 2. Make you can't have to worry about your Nothing Ear 2 getting scratched, bumped, dropped, or lost again.
★Features:
◇Ultra lightweight and thin can keep your Nothing Ear 2 handiness.  ◇The form of the silicone case fits snugly over the charging case, you will no longer have to worry about dropping or scratching your Nothing Ear 2 anymore.  ◇The translucent shell design shows off the original beauty of your nothing ear 2.  ◇Double safety lock, so you no longer worry about accidentally losing your nothing ear 2 earbuds.  ◇Special detachable construction design allows you to easily install and disassemble your nothing ear 2.  ◇Grooving design gives you easy access to the lightning port, charge your Nothing Ear 2 without removing the case.  ◇Anti-Static Hydrophobic, micro-matte technology, Resist gentle water spray & splash, not easy to dust, convenient washing.  ◇Comes with carabiner and lanyard, you can hang it everywhere you want.
★Material:
◇Premium Silicone--Made of premium silicone material, environmental protection, you can rest assured to use.
★Compatible Devices:
◇Compatible with Nothing Ear 2
★Package include:
◇1 x Silicone Case ◇1 x Detachable & Durable Carabiner ◇1 x Detachable & Strong Strap
❢NOTICE❢:
☞Nothing Ear 2 earbuds and Nothing Ear 2 charging case are not included.
❤❤❤As a professional Amazon seller, we have 100% confidence in the quality of our products. If you find any defects or quality problems with our Silicone case, please feel free to contact us, we will solve your problem within 24 hours! ❤❤❤","[""✅ 【Perfectly Fit for Nothing ear 2】Precision molded for perfectly fitting your clear ear 2 case. Made of professional high-grade clear soft TPU to show off the original brilliant beauty of your elegant Nothing ear 2 wireless Buds case."", ""✅ 【Double Secure Design】The security closure buckle design can keep the buds charging case closed and secure the lid at all times. The high-quality hard PC shell has good shock absorption and good impact-resistant, which can prevent your nothing ear 2 from shock, dust, crush, bumps, drops and scratch damage."", ""✅ 【Premium Durable Accessories】Beats fit pro cover is equipped with metal carabiner, the quality is very strong and will not break. You can hang it on your backpack, handbag or belt when you go out, etc. The lanyard can be easily held in the hand, very beautiful and fashionable. No need to worry about losing your beats fit pro earbuds or charging case again."", ""✅ 【Easy to Use】We focused on providing the greatest protection. Precise cutout offers a free access to charge your Nothing ear 2 without removing the protective case. The parts of top and bottom are removable, make the case easy to take out and put in your Nothing ear 2, but suggest please watch our installation video."", ""【What You Get】1 × Nothing Ear 2 clear case, 1 × Anti-lost metal carabiner, 1 × durable anti-lost lanyard. 👉Notice: Beats fit pro wireless headphones and charging case are NOT included. If you have any problems with our product, please contact us by Amazon Message Center. GONJOY offers a replacement service for it, fast customer service to solve your problems within 24 hours.""]",Cell Phones & Accessories,Alquar,4.3,8.0,12.99,2023-06-20 00:00:00,https://m.media-amazon.com/images/I/61hOuOIFF6L._AC_SL1500_.jpg
B0C492N85L,"Wireless Earbuds, Bluetooth 5.3 Headphones, 48h Playtime LED Power Display Wireless Charging Case, HiFi Stereo Deep Base Earphones IPX7 Waterproof Ear Buds with Built-in Mic for Workout/Home/Office",Wireless Earbuds,"[""【Digital LED Power Display】 The LED power display shows the charging level of the wireless ear buds and charging case. The LED light will flash the digits from 1% to 100% when charging for the case, and the flashing battery icon display the charging status of the both ear buds."", ""【Dual-Ways to Charge & 48 Hours Battery Life】 The Bluetooth earphones have both wireless charging and USB-C fast charging, only about 1.5H fast-charging time, you can get total 48Hours using time or 100H stand-by time. The earbud can achieve 8 hours of single use to listen to music or have phone calls."", ""【Bluetooth 5.3 & One-Step Pairing】Adopt with Bluetooth 5.3 chipset, the wireless earbuds have a faster and more stable Bluetooth transmission speed. No need to worry about the music or phonecall will be interrupted when using the Bluetooth earbuds. After first time connection, once you open the charging case, the ear buds will connect with the last paired device."", ""【Hi-Fi Stereo Sound & Crystal Clear Calls】The wireless earphones features a 13mm titanium diaphragm speaker driver, keeping high quality stereo sound with rich deep bass and crystal clear treble. The earphones are designed to accurately capture your voice and reduce background noise while in real-time calls, video chats, online meetings and so on."", ""【IPX7 Waterproof & Comfortable to Wear】 The Bluetooth headphones reach IPX7 waterproof and sweatproof, you can use them in humids conditions. Adopt with ergonomic design, the wireless headphones are wearing comfortably, no need to worry about the headphones from damage of sweat and raindrops.(Please do not use it in the shower and swimming!)""]",All Electronics,Jrwaro,4.5,288.0,,2023-05-04 00:00:00,https://m.media-amazon.com/images/I/716Cbk1luBL._AC_SL1500_.jpg
B0C46GRKDY,Yannianjz Wireless Earbuds Bluetooth 5.3 Headphones with Charging Case in Ear Light-Weight Headphones Built-in Microphone IPX5 Waterproof Immersive Premium Sound Headset 𝐇𝐞𝐚𝐝𝐩𝐡𝐨𝐧𝐞𝐬,"Specification:
Product Name:Bluetooth Earbuds   Charging compartment size:6.2x4.2x3cm/2.44x1.65x1.18inch   Bluetooth:5.3   Operating distance:10m   Battery capacity:200mAh/45mAh   Package Include:   1x Bluetooth Earbuds  1x USB Cable  1x Specification","[""Three-band balanced strong acoustic configuration, lossless high and low bass sections, transparent and more three-dimensional, pure high grade sound quality, so that the sound back to the real, clear and natural, as in the real world. HIFI speakers,to give you enough shocking stereo surround sound, the lossless subwoofer experience"", ""8mm hard-core coil, digital high-frequency decoding, high sensitivity and high resolution, strong and powerful treble, thick and full bass"", ""5.3 Bluetooth chip, high grade transmission, high performance, low power consumption, improve sound quality"", ""Intelligent pairing, take out the choice of Bluetooth automatic connection, after the first connection, the second time automatic pairing, take out the boot, put back the shutdown"", ""Smart fingerprint , fully Suitable for cell phones, tablets, computers and other Bluetooth devices, support Bluetooth devices can be used""]",All Electronics,Yannianjz,2.3,6.0,,2023-05-03 00:00:00,https://m.media-amazon.com/images/I/81YG5BqGQ-L._AC_SL1500_.jpg
B0BV144PF8,"XIAOYIXIAN Waterproof Bluetooth 5.3 True Wireless Earbuds, Touch Control,30H Cyclic Playtime TWS Headphones with Charging Case and mic, in-Ear Stereo","The latest popular wireless Bluetooth touch headset in 2022
* Free wireless charger
✔ Multi-function touch: music play / pause, switch songs. Make a call / hang up, activate Siri, etc.
✔ Easy to carry the charging box:There is a charging box that can be recharged multiple times so that you can continue to listen, so you don't feel burdened when you put it in your bag or pocket.
The headset can be charged at any time using a housing or cable with a recharge function.
If you don't use a wireless headset, you can put the headset in a rechargeable storage box and charge it automatically.
✔ Bluetooth version: V5.0 EDR
✔Wireless range: 50 feet (15 meters)
✔ Battery capacity: 100 mAh (one earphone), 1000 mAh (charging box)
✔ Fast charging: wireless headset charging takes only 20 minutes, portable charging box only takes 40 minutes
✔ Music and call: 4-6 hours available
✔ Standby time: 100 hours standby time
✔ How to pair the wireless earbuds with your device?
1.Open Bluetooth.
2.Take out 2 airpods earbuds, they will flash red and blue light. Please wait for 5 seconds before the light of one bud is off to ensure the earbuds connect with each other automatically.
3.If you are Android user, open Bluetooth, search and choose This headset to make first pairing.
4.The earbuds will make a pair with your devices automatically as soon as you take out 2 earbuds in the next pairing.(If one bud stop working/say foreign language,First, Turn off Bluetooth.
Remove the two earbuds from the charging case and double-click the touch point of the bud.
Finally, turn on the Bluetooth connection and the problem is solved.
Product List:
Bluetooth wireless touch headset x2
Portable charging case x1
USB cable x1","[""WIRELESS & STEREO NOISE REDUCTION: stereo and monaural modes, equipped with a 7.2 mm dynamic unit and a intelligent noise reduction system to enjoy the quality of the sound. High-fidelity, lightweight 4.1g, ideal for running while listening to music"", ""SPORTS HEADPHONES WITH MICROPHONE: With high-quality Bluetooth headphones with built-in microphone, you can make phone calls easily, the call quality signal is stable"", ""BLUETOOTH 5.0 HEADPHONES: The Airdots are equipped with Bluetooth 5.0 chips, for up to 2 times higher data transfer speed than the previous generation, and a faster and stable connection, smoother for listening to music and gaming"", ""WATERPROOF: Most advanced Bluetooth technology replaces traditional wired headphones. With silicone earbuds in 3 different sizes (S, M, L), in-ear headphones that make the headphones stable and comfortable in the mountains and during other exercises"", ""LONG BATTERY LIFE: 4 hours of battery life on a single charge, 12 hours battery life with the charging case, headphones with 40 mAh battery, charging case with 300 mAh battery. The charging case can charge the headphones twice""]",All Electronics,XIAOYIXIAN,2.5,11.0,,2023-02-07 00:00:00,https://m.media-amazon.com/images/I/51UVbsNwm4L._AC_SL1245_.jpg
B0C75WWS3V,"JVC Ultra Compact True Wireless Earbuds Headphones, Total 12 Hour Battery Life, Sound with 13mm Driver, USB-C Connection - HAB5TB (Black)","The JVC new Ultra Compact trur wireless earbuds are comfortable and include S/M/L earpieces for your ideal fit. Bluetooth 5.0 technology ensures a dependable connection. These JVC wireless headphones come with a compact charging case, delivering up to 12 hours of playback.","[""COMPACT DESIGN - Secure fit, lightweight design and compact charger case for high portability."", ""LONG BATTERY LIFE - Total of 12 hours battery life with included charging case. Remote operation with volume control"", ""USB-C - charging cable connection"", ""EASY OPERATION - Touch sensor control and voice assistant compatible"", ""AUTO CONNECT - Remove the earbuds from the charging case and they automatically power on and connect to your device""]",,JVC,3.2,39.0,22.99,2023-06-05 00:00:00,https://m.media-amazon.com/images/I/51QjzC--GjL._AC_SL1500_.jpg
B0CD299BHJ,"Wireless Earbuds | Bluetooth Headphones, Clip-On Ear Protection Headphones Wireless Bluetooth 5.3 Up to 8 Hours Playtime, Sports Waterproof Earbuds Wireless Bluetooth with LED Display, for Android/iOS","Wireless Earbuds | Bluetooth Headphones, Clip-On Ear Protection Headphones Wireless Bluetooth 5.3 Up to 8 Hours Playtime, Sports Waterproof Earbuds Wireless Bluetooth with LED Display, for Android/iOS","[""[Clip-On Ear Headphones, Avoid Pain And Discomfort]: Wireless earbuds adopt a completely open design, earbuds clip gently and securely to the top of the ear. Compared with in-ear headphones or bone-conduction headphones, they do not need to be inserted into your ear canal, thus avoiding any potential pain or discomfort. This makes our wireless bluetooth earbuds more comfortable."", ""[Listen And Stay Safe]: Since the headset does not need to be plugged into your ears, you can hear what others are saying when you wear earbuds and communicate with them without removing your Bluetooth headset. When you are exercising or taking transportation, you can clearly hear your surroundings, so you won't miss stops or car whistles, etc. This is very important for our personal safety."", ""[Wireless Charging Case with LED Display]: Each true wireless earbud offers up to 8 hours of listening time on a single charge, By taking turns using the charging box, you can enjoy up to 24 hours of music. Wireless earbuds for android feature a dual LED digital display that provides real-time battery status, easy to monitor the remaining power, the Bluetooth headset supports wired charging with a Type-C cable."", ""[Quick Pairing and High-Fidelity Sound Quality]: Bluetooth earbuds Feature the latest Bluetooth V5.3 and wireless technology, ensuring a fast and stable connection. Wireless headphones incorporate 13mm double-layer diaphragm drivers, delivering sound with strong bass, clear mids, and bright treble."", ""[Design for Sports & Sweat-resistant]: Bluetooth sports headphones with a multi-point support system that spreads the weight of the earbuds evenly across your ear, perfectly fit the natural curve of your ear and avoid falling off. Earbuds wireless protect against sweat, widely applied to running, exercises, gym, and travel.""]",All Electronics,CELLGOKO,5.0,4.0,,2023-07-28 00:00:00,https://m.media-amazon.com/images/I/81JwMxSR-JL._AC_SL1500_.jpg
B0CD1SZX4F,"[6in1 Set] Cute Case for Bose QuietComfort Earbuds II Case(2022), Shockproof Protective Bose QuietComfort Earbuds ii Case Cover Bose QC ii Earbuds Silicone Accessories with Carabiner & Lanyard","Alquar Silicone Protective Cover for Bose QuietComfort Earbuds II, Cute Cartoon Games Console Designed Shockproof Protective Bose QC II Covers for Boys Kids Girls
What's in the Package?
1* Cute Silicone Case for Bose Quietcomfort Earbuds 2 (2022 Released) 1* Metal Keychain 1* Anti-Loss Lanyard 1* Cleaning Brush 2* Sticker — NOT including wireless earbuds and charging case.
✔Material
This cute bose quietcomfort earbuds 2 case is made of soft silicone material, with good security and protection, durable and not easily deformed.
✔Newest Cute Cartoon Design
Funny game console character design shows a unique, stylish look, make your bose quietcomfort 2 protective case look cool and fashionable.
✔Easy to carry
This bose quietcomfort 2 cover with a adjustable lanyard, they are great for busy women who enjoy fitness, easy to carry bose quietcomfort 2 headphones hanging on your wrist to avoid dropping and losing them!
✔Best Gift
Suitable for Children's Day, Halloween, Christmas, birthday, anniversary and other important holidays, as a gift for boyfriends, children and friends.
►Fit Snugly
The protective case with sticker on the top, keep your bose qc earbuds 2 charging box stays more stable in the silicone case, prevent falls and shifts. Fully protect your bose qc earbuds 2 (Peel off the film before setup).
Reliable After-sales Service
★You buy our Alquar bose quietcomfort earbuds ii protective cover, you will get reliable customer service and trusted guarantee. ★We have professional testing personnel, before packaging, every part has been rigorously tested. make sure there are no defects. ★Alquar take care of all quality-related issues with a replacement or refund, send us a message us through your Order page and we’ll get back to you faster within 24 hours.","[""【Precisely fits】✔ Chic & Unique 3D Cartoon Game Controller Design Bose QuietComfort Earbuds II Case, Compatible with Bose QuietComfort Earbuds II 2022 perfectly."", ""【All round Protection】✔ Soft and lightweight rubber protector protect your earbuds from slipping, cracking, scratching, dusting and washable --- Gives the maximum protection!"", ""【Fashion and Cute Appearance】✔ The super cool appearance makes your bose quietcomfort earbuds 2 case stand out from other products, the unique pattern is very attractive, and add more fun to your life. Designed for boys, teenagers, couples, etc., it is perfect for a holiday gift."", ""【Easy to Use】✔ Close to the bose qc earbuds 2 charging case, very firm, not easy to fall off, easy to grip, giving a soft and comfortable touch. Precise cutouts for easy access to all functions."", ""【With Keychain & Lanyard】✔ Designed for bose quietcomfort earbuds ii case cover. Comes with metal keychain and Lanyard, making it convenient and secure to carry your bose quietcomfort earbuds ii anywhere.""]",,Alquar,4.2,18.0,9.99,2023-04-23 00:00:00,https://m.media-amazon.com/images/I/51yWR0suzFL._AC_SL1200_.jpg
B0C2JHJGBF,"JVC New Gumy True Wireless Earbuds Headphones, Long Battery Life (up to 24 Hours), Sound with Neodymium Magnet Driver, Water Resistance (IPX4) - HAA7T2G (Apple Green), Compact","The JVC new Gumy Mini trure wireless earbuds are comfortable and include S/M/L earpieces for your ideal fit. The IPX4 rating offers water resistance to splashing, making this pair ideal for outdoor use. Bluetooth 5.3 technology ensures a dependable connection. These JVC wireless headphones come with a compact charging case, delivering up to 22 hours of playback.","[""GUMY DESIGN - Fruity 5 color variations true wireless earbuds with comfortable fit and superior connectivity, Bluetooth 5.3"", ""LONG BATTERY LIFE - Total of 24 hours battery life with included charging case. Remote operation with volume control"", ""Sweat/Rain Proof - Rated Ipx4 For Resitance To Water Splashing From Any Direction"", ""EASY OPERATION - Touch sensor control with soft touch elastomer materialthat does not burden the ears, and voice assistant compatible"", ""AUTO CONNECT - Remove the earbuds from the charging case and they automatically power on and connect to your device""]",,JVC,4.4,150.0,28.97,2023-04-14 00:00:00,https://m.media-amazon.com/images/I/51z4zPOCM4L._AC_SL1500_.jpg
B0BXLD28W1,"SoundPEATS Wireless Earbuds with Hi-Res Audio and LDAC Codec, Capsule3 Pro Bluetooth 5.3 Earphones, 43dB Hybrid Active Noise Canceling Earbuds",Wireless Earbuds,[],All Electronics,SoundPEATS,4.1,25.0,69.99,2023-03-06 00:00:00,https://m.media-amazon.com/images/I/51hAc8nHGJL._AC_SL1500_.jpg
B0BYTLJ5D9,"Compatible with AirPods 1 2 Charging Case Replacement, Compatible with Wireless AirPods 1&2 Charger Case with Bluetooth Pairing Sync Button","Not : Not Include headphone
Flash features:－Support Bluetooth Pairing Function－Fast charging－More than 5 charging times－Support wired/wireless charging－Easy to carry
Bluetooth Pairing with iphone
1. First, activate Bluetooth setting on the phone in 'Settings-Bluetooth-On'in order to make charging case search Air Pods automatically. (Don't plug in charger during Bluetooth pairing process)2. Put the original Air Pods into charging case and turn on the lid,then long press the sync button until the green flashing. 3. Please wait and do not switch the lid on and off repeatedly when the phone is pairing with Air Pods . 4. When the pop-up window shows ""Air Pods "" or the name you set for your Air Pods , click ""Connecting"" and wait for the process to complete,then click the sync button on the charging case to stop the flashing lightor wait for it to automatically stop.If the iPhone Pops up 'Not Your ""Air Pods "" when open the lid, please activate the charging case in pairing mode and click ""Via iCloud Connecting"", or ignore this and wait for the ""Air Pods "" pop up window to appear for Bluetooth pairing. 5. Reopen the lid again and wait for 2s, when the phone is connected with the Air Pods, take out and wear them.
Package include:
1×AirPods charging case1×operation instruction","[""Fast Bluetooth Connection Function : Upgrade your AirPods charging experience with our new and improved replacement charging case. With fast sync connection and a Bluetooth pairing sync button, it's easier than ever to connect to your earbuds.It has the same size and dimensions as the original.The charging case works like the original Air Pods charging case. It does not include headphones."", ""Two Charging Methods : Enjoy the ultimate charging convenience with our charging case that supports both wireless and cable charging. Whether you're on the go or at home, you'll always have a way to power up your AirPods ."", ""Fast Charging: It only takes 20 minutes to fully charge your Air Pods . The built-in 700 mAh battery can be fully charged in 3 hours, and it can be fully charged with Air pods up to 5 times. Give you more than 30 hours of music listening time."", ""Easy to Carry: It is very light and easy to carry.It also provides high-quality shell protection automatically."", ""After-sales service-This product support return and exchange within 30 days. If there is any problem with the Air Pods charging case replacement, please feel free to contact us by Email. We provide 7×24 service for you.""]",Cell Phones & Accessories,TBGHz,4.1,16.0,36.99,2023-03-17 00:00:00,https://m.media-amazon.com/images/I/41bw40AUZJS._AC_SL1500_.jpg
B0C9D8SGXK,"BEBEN IPX7 Waterproof Bluetooth Earbuds, True Wireless Earbuds, 30H Cyclic Playtime Headphones with Type C Charging Case and mic, in-Ear Stereo Earphones Headset for Sport (Pure White)","Advantages of BEBEN True Wireless Earbuds:1. BEBEN offers a pair of high-fidelity Bluetooth wireless earphones with up to 30 hours of battery life.2.You can easily switch between single and binaural mode and enjoy one-click manipulation.3.Suitable size, easy to carry, can use in anytime anywhere, achieve what you desired. Functions of Multifunction Button (MFB): Previous Song: Long Press MFB of Left earbuds next Song: Long Press MFB of Right earbuds play/ Pause: One Press MFB of one earbud pick up/ Hang up phone call: One Press MFB once of one earbudDecline Incoming call: Long Press MFB for 2s of one earbudReset (If 2 earbuds can't pair with each other or can’t connect with your device):1. Delete the earbuds device from the Bluetooth list on your phone. 2. Take out two earbuds from the charging case and turn them off. (Follow Turn off - Method 2 on User Manual)3. Long press the MFB of 2 earbuds for 15S until there are orange and white lights flashing for 1S then turn off automatically. 4. Turn on 2 earbuds (Follow Turn on - Method 2 on User Manual) after 2 seconds, double press MFB of both earbuds, and 2 earbuds will connect to each other. After connected successfully, both LED lights will have orange and white lights flicker alternately.5. After reset, please connect the earbuds to your device according to Connect to BT Device methods on User Manual.Note:1. If the earbuds are not in the charging case or haven’t been put back into the charging case, the turn-on of the two earbuds is independent. You need to turn on both earbuds.2. If the earbuds can not pair with your Bluetooth device or can not pair with each other, please try to reset them according to the User manual, or please feel free to contact us.Package Contents:2x Wireless Earbuds1x Charging Case1x USB Charging Cable (50CM/1.6FT)1x User Manual12 Months After-sales Service","[""[Change Between Single And Binarual Mode] BEBEN Wireless Bluetooth Earbuds have no master earbuds, you are no longer have to wear a fixed earphone for Single Ear Mode and easily switch between Single Ear Mode and Binaural Mode. Meet your use requirements for different occasions"", ""[Superior Battery Life] Single charge for 4-5H playtime and charging case could offer 6 times charging, total 30H playtime for you, Therefore, you could freely enjoy phone calls, music and movie without worry about battery."", ""[Bluetooth 5.0 And One-Step Pairing] BEBEN wireless earbuds has feature of BLUETOOTH 5.0 technology offering stable and enough distance(30 FEET)connection for you. Once open the charging case and select Beben T19, it would be paired with your device. T19 will connect with the latest device automatically after first use"", ""[High Fidelity Sound Quality] Equipped with 13 millimeters vibrating diaphragm and HD rendering technology, 2 eabuds providing one song from stereo system through Bluetooth. Feels like hearing on the scene, providing a reality sound for you. Feelings of listening, talking and wearing are all improved"", ""[One-Click Manipulation And Comfortable Wearing] BEBEN wireless earbuds equipped with Button control system, control your music and phone calls via Mutifuction Button (MFB) on earbuds. ERGONOMIC DESIGN provides comfortable wear in ears without worry about falling. Suitable size is adequate for several scenes, such as sports, shopping, work""]",All Electronics,BEBEN,2.7,7.0,,2023-06-26 00:00:00,https://m.media-amazon.com/images/I/51msdOhawTL._AC_SL1500_.jpg
B0BZ3NGV96,"COQOOL YT12 Mini Wireless Earbuds Bluetooth 5.3 in Ear Light-Weight Headphones Built-in Microphone, IPX5 Waterproof, Immersive Premium Sound Long Distance Connection Headset with Charging Case, White","[Ultra Lightweight and Compatible for Small Ear] The surface and Angle of XY12 earbud's in-ear parts have been polished and refined repeatedly to achieve a balance between beauty and comfort and make it comfortable to wear. Likewise, a single earbud weighs only 3.5g, making it as light as a feather and discreet in the ear. Ergonomic design provides a comfortable and secure fit that doesn’t protrude from your ears especially for sports, workout, gym.","[""[Ultra Lightweight and Compatible for Small Ear] The surface and Angle of XY12 earbud's in-ear parts have been polished and refined repeatedly to achieve a balance between beauty and comfort and make it comfortable to wear. Likewise, a single earbud weighs only 3.5g, making it as light as a feather and discreet in the ear. Ergonomic design provides a comfortable and secure fit that doesn’t protrude from your ears especially for sports, workout, gym."", ""[Stereo Sound Quality] COQOOL XY12 earbuds’6mm diameter speaker presents a powerful and wide sound range, which makes the treble full of dynamics, and the bass powerful.Adopt advanced Bluetooth chip makes the sound played by the earphones much more beautiful and pleasant, suitable for sports or home work"", ""[Smart Touch Control] XY12 earbuds supports dual ear touch control, providing convenient operation on volume control, previous/next song, pause and answer calls along as well as voice assistant control."", ""[Bluetooth 5.3&Long Distance Connection] With Bluetooth 5.3 technology XY12 has superior sound quality and strong signal, so that there is no disconnection in listening music or making phone calls within 10 meters."", ""[Long Battery Life] With headphone 60mAh capacity and charging bin 600mAh capacity. The earbuds lasts 6 hours for normal use (60% volume), and the charging bin lasts 24 hours for 3 charges, which gives you excellent experience of long endurance.""]",All Electronics,COQOOL,4.9,14.0,,2023-03-21 00:00:00,https://m.media-amazon.com/images/I/51K3gxbIMvL._AC_SL1500_.jpg
